"GEO_ID","NAME","B19013_001E","B19013_001M",
"Geography","Geographic Area Name","Estimate!!Median household income in the past 12 months (in 2022 inflation-adjusted dollars)","Margin of Error!!Median household income in the past 12 months (in 2022 inflation-adjusted dollars)",
"0400000US12","Florida","67917","259",
"1400000US12086006604","Census Tract 66.04; Miami-Dade County; Florida","57816","27125",
"1400000US12086006605","Census Tract 66.05; Miami-Dade County; Florida","112039","80143",
"1400000US12086006606","Census Tract 66.06; Miami-Dade County; Florida","-","**",
"1400000US12086006607","Census Tract 66.07; Miami-Dade County; Florida","78113","20741",
"1400000US12086006608","Census Tract 66.08; Miami-Dade County; Florida","99191","41899",
"1400000US12086006705","Census Tract 67.05; Miami-Dade County; Florida","103889","33963",
"1400000US12086006706","Census Tract 67.06; Miami-Dade County; Florida","76414","24736",
"1400000US12086006707","Census Tract 67.07; Miami-Dade County; Florida","142014","32611",
"1400000US12086006709","Census Tract 67.09; Miami-Dade County; Florida","159219","29920",
"1400000US12086006713","Census Tract 67.13; Miami-Dade County; Florida","148068","73238",
"1400000US12086006714","Census Tract 67.14; Miami-Dade County; Florida","127298","37335",
"1400000US12086006715","Census Tract 67.15; Miami-Dade County; Florida","98740","22452",
"1400000US12086006716","Census Tract 67.16; Miami-Dade County; Florida","-","**",
"1400000US12086006717","Census Tract 67.17; Miami-Dade County; Florida","173112","150492",
"1400000US12086006718","Census Tract 67.18; Miami-Dade County; Florida","200292","62169",
"1400000US12086006719","Census Tract 67.19; Miami-Dade County; Florida","102039","60872",
"1400000US12086006720","Census Tract 67.20; Miami-Dade County; Florida","136406","67469",
"1400000US12086006721","Census Tract 67.21; Miami-Dade County; Florida","114595","35695",
"1400000US12086006722","Census Tract 67.22; Miami-Dade County; Florida","93387","24859",
"1400000US12086006801","Census Tract 68.01; Miami-Dade County; Florida","139659","42379",
"1400000US12086006802","Census Tract 68.02; Miami-Dade County; Florida","181728","37862",
"1400000US12086006901","Census Tract 69.01; Miami-Dade County; Florida","78039","38369",
"1400000US12086006902","Census Tract 69.02; Miami-Dade County; Florida","58500","47736",
