"GEO_ID","NAME","B03002_001E","B03002_001M","B03002_002E","B03002_002M","B03002_003E","B03002_003M","B03002_004E","B03002_004M","B03002_005E","B03002_005M","B03002_006E","B03002_006M","B03002_007E","B03002_007M","B03002_008E","B03002_008M","B03002_009E","B03002_009M","B03002_010E","B03002_010M","B03002_011E","B03002_011M","B03002_012E","B03002_012M","B03002_013E","B03002_013M","B03002_014E","B03002_014M","B03002_015E","B03002_015M","B03002_016E","B03002_016M","B03002_017E","B03002_017M","B03002_018E","B03002_018M","B03002_019E","B03002_019M","B03002_020E","B03002_020M","B03002_021E","B03002_021M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Not Hispanic or Latino:","Margin of Error!!Total:!!Not Hispanic or Latino:","Estimate!!Total:!!Not Hispanic or Latino:!!White alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!White alone","Estimate!!Total:!!Not Hispanic or Latino:!!Black or African American alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Black or African American alone","Estimate!!Total:!!Not Hispanic or Latino:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!American Indian and Alaska Native alone","Estimate!!Total:!!Not Hispanic or Latino:!!Asian alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Asian alone","Estimate!!Total:!!Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Not Hispanic or Latino:!!Some other race alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Some other race alone","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Estimate!!Total:!!Hispanic or Latino:","Margin of Error!!Total:!!Hispanic or Latino:","Estimate!!Total:!!Hispanic or Latino:!!White alone","Margin of Error!!Total:!!Hispanic or Latino:!!White alone","Estimate!!Total:!!Hispanic or Latino:!!Black or African American alone","Margin of Error!!Total:!!Hispanic or Latino:!!Black or African American alone","Estimate!!Total:!!Hispanic or Latino:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!Hispanic or Latino:!!American Indian and Alaska Native alone","Estimate!!Total:!!Hispanic or Latino:!!Asian alone","Margin of Error!!Total:!!Hispanic or Latino:!!Asian alone","Estimate!!Total:!!Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Hispanic or Latino:!!Some other race alone","Margin of Error!!Total:!!Hispanic or Latino:!!Some other race alone","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races",
"0400000US12","Florida","21634529","*****","15896246","*****","11242515","6924","3232871","9562","26405","1270","596828","3662","10933","802","117096","5413","669598","10605","169086","6652","500512","10138","5738283","*****","2564895","20823","122837","5015","32792","3120","13162","1274","2267","750","928461","15303","2073869","21588","1920606","21672","153263","6388",
"1400000US12086003400","Census Tract 34; Miami-Dade County; Florida","3349","473","1631","410","143","117","1459","405","0","15","0","15","0","15","0","15","29","34","0","15","29","34","1718","466","916","364","121","155","0","15","0","15","0","15","243","158","438","277","438","277","0","15",
"1400000US12086003603","Census Tract 36.03; Miami-Dade County; Florida","1676","525","366","197","228","161","58","67","0","15","0","15","0","15","80","130","0","15","0","15","0","15","1310","461","878","389","20","25","13","21","0","15","0","15","125","169","274","144","274","144","0","15",
"1400000US12086003604","Census Tract 36.04; Miami-Dade County; Florida","2847","834","669","375","396","244","225","217","48","67","0","15","0","15","0","15","0","15","0","15","0","15","2178","764","955","390","0","15","0","15","0","15","0","15","75","71","1148","677","1122","675","26","40",
"1400000US12086003605","Census Tract 36.05; Miami-Dade County; Florida","2773","329","385","194","207","106","168","173","10","16","0","15","0","15","0","15","0","15","0","15","0","15","2388","370","1461","487","81","94","10","15","0","15","0","15","211","168","625","424","599","426","26","32",
"1400000US12086003606","Census Tract 36.06; Miami-Dade County; Florida","2012","261","349","138","234","105","53","51","0","15","0","15","0","15","10","17","52","64","11","16","41","61","1663","262","863","240","36","41","0","15","0","15","0","15","191","81","573","253","550","245","23","41",
"1400000US12086003607","Census Tract 36.07; Miami-Dade County; Florida","1942","477","888","454","84","66","740","412","0","15","50","75","0","15","0","15","14","23","0","15","14","23","1054","287","577","228","118","155","0","15","0","15","0","15","0","15","359","258","359","258","0","15",
"1400000US12086003703","Census Tract 37.03; Miami-Dade County; Florida","3067","585","1508","257","950","174","158","123","0","15","244","118","0","15","0","15","156","93","93","72","63","46","1559","527","545","214","10","17","0","15","0","15","0","15","49","41","955","503","870","502","85","64",
"1400000US12086003704","Census Tract 37.04; Miami-Dade County; Florida","1475","213","578","224","351","175","204","174","0","15","13","15","0","15","0","15","10","23","0","15","10","23","897","162","519","156","0","15","46","74","0","15","0","15","71","81","261","111","215","97","46","43",
"1400000US12086003705","Census Tract 37.05; Miami-Dade County; Florida","1746","289","746","169","328","111","100","71","0","15","52","49","0","15","18","29","248","112","66","73","182","84","1000","278","545","198","22","34","0","15","12","18","0","15","84","66","337","188","308","189","29","32",
"1400000US12086003706","Census Tract 37.06; Miami-Dade County; Florida","1491","115","604","104","204","88","339","43","0","15","8","17","0","15","0","15","53","42","37","38","16","24","887","144","520","85","106","51","0","15","0","15","0","15","55","62","206","138","206","138","0","15",
"1400000US12086003707","Census Tract 37.07; Miami-Dade County; Florida","1694","341","757","218","483","192","61","45","0","15","152","118","0","15","12","20","49","46","25","38","24","29","937","283","480","158","41","40","0","15","0","15","0","15","162","189","254","126","216","131","38","54",
"1400000US12086003708","Census Tract 37.08; Miami-Dade County; Florida","1094","158","289","94","250","88","0","15","0","15","29","34","0","15","4","11","6","9","6","9","0","15","805","162","392","137","0","15","0","15","0","15","0","15","17","20","396","169","385","163","11","15",
"1400000US12086003709","Census Tract 37.09; Miami-Dade County; Florida","1402","190","377","181","191","117","64","65","0","15","55","74","0","15","61","103","6","9","0","15","6","9","1025","239","611","250","150","157","0","15","0","15","0","15","74","64","190","105","190","105","0","15",
"1400000US12086003710","Census Tract 37.10; Miami-Dade County; Florida","6857","923","2974","651","1699","472","505","172","7","11","351","212","0","21","55","54","357","214","89","86","268","194","3883","917","1181","315","66","73","0","21","0","21","0","21","77","81","2559","933","2437","942","122","89",
"1400000US12086003801","Census Tract 38.01; Miami-Dade County; Florida","5897","48","2645","574","2268","538","155","147","30","44","32","46","0","21","113","100","47","73","47","73","0","21","3252","563","1015","403","0","21","12","19","0","21","0","21","370","230","1855","628","1773","610","82","76",
"1400000US12086003803","Census Tract 38.03; Miami-Dade County; Florida","3035","18","2040","354","1898","377","3","5","0","15","0","15","0","15","139","159","0","15","0","15","0","15","995","354","398","249","2","5","0","15","0","15","0","15","221","297","374","246","315","228","59","76",
"1400000US12086003804","Census Tract 38.04; Miami-Dade County; Florida","5625","17","3547","405","3152","512","249","278","0","21","55","64","0","21","0","21","91","87","0","21","91","87","2078","405","1217","399","0","21","0","21","0","21","0","21","261","245","600","328","545","303","55","90",
"1400000US12086003906","Census Tract 39.06; Miami-Dade County; Florida","2704","450","1899","354","1718","351","0","15","8","16","5","8","0","15","0","15","168","137","93","91","75","88","805","239","455","160","0","15","0","15","0","15","0","15","135","111","215","141","192","132","23","26",
"1400000US12086003909","Census Tract 39.09; Miami-Dade County; Florida","1508","247","548","193","171","73","148","78","0","15","11","14","0","15","59","43","159","153","152","155","7","11","960","183","333","133","0","15","0","15","0","15","0","15","275","134","352","104","352","104","0","15",
"1400000US12086003911","Census Tract 39.11; Miami-Dade County; Florida","4571","1023","1191","300","619","202","161","156","0","15","147","186","0","15","99","88","165","171","165","171","0","15","3380","947","819","347","115","100","0","15","0","15","0","15","233","190","2213","941","2133","934","80","91",
"1400000US12086003912","Census Tract 39.12; Miami-Dade County; Florida","4131","575","590","220","443","203","62","49","0","15","0","15","0","15","64","80","21","30","21","30","0","15","3541","590","1330","488","0","15","0","15","46","74","0","15","958","386","1207","450","1190","453","17","27",
"1400000US12086003913","Census Tract 39.13; Miami-Dade County; Florida","3253","617","1326","448","751","370","111","181","0","15","70","103","0","15","285","169","109","146","0","15","109","146","1927","460","1057","363","27","42","0","15","7","11","0","15","422","266","414","282","414","282","0","15",
"1400000US12086003914","Census Tract 39.14; Miami-Dade County; Florida","3664","610","1016","260","896","242","29","43","0","15","29","48","0","15","3","5","59","53","33","37","26","40","2648","629","995","413","174","178","0","15","0","15","0","15","142","108","1337","557","1337","557","0","15",
"1400000US12086003915","Census Tract 39.15; Miami-Dade County; Florida","5157","926","1468","443","1033","368","190","209","0","21","127","162","0","21","19","31","99","107","50","82","49","77","3689","815","2117","667","0","21","0","21","0","21","0","21","436","391","1136","473","1116","473","20","32",
"1400000US12086003916","Census Tract 39.16; Miami-Dade County; Florida","4176","522","1377","349","697","221","179","129","0","15","177","140","0","15","32","47","292","238","125","164","167","185","2799","519","926","285","0","15","0","15","0","15","0","15","666","274","1207","491","1170","480","37","58",
"1400000US12086003917","Census Tract 39.17; Miami-Dade County; Florida","5246","466","1862","648","1072","667","203","110","0","21","153","125","0","21","148","207","286","205","97","130","189","176","3384","466","1243","484","29","48","0","21","0","21","0","21","962","539","1150","381","1009","343","141","180",
"1400000US12086003918","Census Tract 39.18; Miami-Dade County; Florida","2778","466","1204","269","892","238","67","56","0","15","162","125","0","15","32","43","51","56","19","25","32","49","1574","424","539","199","0","15","0","15","24","37","0","15","311","173","700","409","691","409","9","15",
"1400000US12086003919","Census Tract 39.19; Miami-Dade County; Florida","2536","666","1425","483","1092","305","55","57","0","15","11","21","0","15","0","15","267","259","164","245","103","87","1111","342","494","172","0","15","0","15","0","15","0","15","77","58","540","269","540","269","0","15",
"1400000US12086003921","Census Tract 39.21; Miami-Dade County; Florida","3111","398","1585","248","1294","241","100","108","0","15","125","124","0","15","11","22","55","55","29","35","26","45","1526","414","1084","391","16","26","0","15","0","15","0","15","125","84","301","125","301","125","0","15",
"1400000US12086003922","Census Tract 39.22; Miami-Dade County; Florida","2355","575","1120","360","746","273","0","15","0","15","128","115","0","15","76","122","170","108","148","110","22","29","1235","346","768","303","0","15","0","15","0","15","0","15","141","107","326","156","326","156","0","15",
"1400000US12086004000","Census Tract 40; Miami-Dade County; Florida","4553","994","2752","461","2619","466","41","85","30","44","0","15","0","15","46","46","16","19","10","16","6","10","1801","978","1282","815","0","15","25","40","0","15","0","15","72","56","422","256","302","192","120","173",
"1400000US12086004102","Census Tract 41.02; Miami-Dade County; Florida","2473","379","1742","298","1437","256","92","81","0","15","72","73","0","15","0","15","141","99","61","59","80","78","731","237","426","159","0","15","9","15","0","15","0","15","8","14","288","213","288","213","0","15",
"1400000US12086004103","Census Tract 41.03; Miami-Dade County; Florida","2196","679","696","235","468","185","84","88","0","15","19","25","13","21","0","15","112","118","77","108","35","45","1500","603","684","182","9","13","19","29","0","15","0","15","252","130","536","562","522","561","14","21",
"1400000US12086004105","Census Tract 41.05; Miami-Dade County; Florida","2590","562","1288","400","911","194","311","439","0","15","18","29","0","15","13","23","35","35","35","35","0","15","1302","422","564","184","0","15","0","15","0","15","0","15","12","19","726","405","593","394","133","143",
"1400000US12086004106","Census Tract 41.06; Miami-Dade County; Florida","2685","295","2059","316","1700","242","112","150","0","15","184","156","0","15","0","15","63","54","35","31","28","43","626","210","406","176","15","17","0","15","0","15","0","15","82","77","123","109","123","109","0","15",
"1400000US12086004204","Census Tract 42.04; Miami-Dade County; Florida","2284","363","887","286","686","285","78","77","29","38","94","73","0","15","0","15","0","15","0","15","0","15","1397","304","703","270","0","15","0","15","0","15","0","15","376","211","318","219","304","216","14","21",
"1400000US12086004205","Census Tract 42.05; Miami-Dade County; Florida","2012","419","1100","274","969","253","66","81","0","15","10","17","0","15","0","15","55","53","21","34","34","39","912","366","404","130","63","99","0","15","0","15","0","15","327","342","118","108","95","91","23","39",
"1400000US12086004206","Census Tract 42.06; Miami-Dade County; Florida","1909","908","730","358","644","356","42","34","0","15","44","48","0","15","0","15","0","15","0","15","0","15","1179","683","615","602","37","60","0","15","0","15","0","15","124","129","403","390","403","390","0","15",
"1400000US12086004207","Census Tract 42.07; Miami-Dade County; Florida","2141","426","1402","352","1260","336","142","144","0","15","0","15","0","15","0","15","0","15","0","15","0","15","739","267","314","177","21","33","0","15","0","15","0","15","309","230","95","93","95","93","0","15",
"1400000US12086004208","Census Tract 42.08; Miami-Dade County; Florida","1071","203","663","187","471","145","13","22","0","15","179","140","0","15","0","15","0","15","0","15","0","15","408","148","302","172","0","15","0","15","0","15","0","15","31","36","75","54","75","54","0","15",
"1400000US12086004301","Census Tract 43.01; Miami-Dade County; Florida","2287","510","1260","263","1033","259","119","87","0","15","58","51","0","15","46","64","4","8","0","15","4","8","1027","376","447","194","20","26","0","15","0","15","0","15","291","333","269","114","235","108","34","49",
"1400000US12086004303","Census Tract 43.03; Miami-Dade County; Florida","2541","546","862","265","647","184","120","155","0","15","70","107","0","15","0","15","25","28","0","15","25","28","1679","574","782","459","40","61","0","15","0","15","0","15","571","280","286","250","251","248","35","55",
"1400000US12086004304","Census Tract 43.04; Miami-Dade County; Florida","2069","318","1008","212","841","207","68","51","0","15","29","26","0","15","18","29","52","41","35","37","17","20","1061","286","571","200","0","15","0","15","0","15","0","15","229","189","261","158","249","156","12","18",
"1400000US12086004403","Census Tract 44.03; Miami-Dade County; Florida","2977","394","1262","302","881","245","171","92","0","15","28","31","0","15","0","15","182","129","112","112","70","78","1715","289","984","223","13","26","0","15","0","15","0","15","459","246","259","121","199","107","60","61",
"1400000US12086004404","Census Tract 44.04; Miami-Dade County; Florida","2127","291","797","212","642","190","84","75","0","15","0","15","0","15","53","84","18","27","18","27","0","15","1330","304","760","231","0","15","0","15","0","15","0","15","208","167","362","221","352","220","10","15",
"1400000US12086004405","Census Tract 44.05; Miami-Dade County; Florida","3427","552","1196","327","1099","335","53","67","0","15","13","22","0","15","0","15","31","37","31","37","0","15","2231","586","1005","443","236","257","0","15","0","15","0","15","796","410","194","127","194","127","0","15",
"1400000US12086004406","Census Tract 44.06; Miami-Dade County; Florida","2417","285","1422","244","1239","231","75","84","0","15","43","46","0","15","30","40","35","33","23","27","12","18","995","312","691","275","9","14","0","15","0","15","0","15","130","138","165","77","150","75","15","25",
"1400000US12086004500","Census Tract 45; Miami-Dade County; Florida","4156","747","2540","417","2224","411","135","76","0","15","130","97","0","15","38","42","13","20","0","15","13","20","1616","644","869","349","8","19","0","15","0","15","0","15","431","532","308","159","295","151","13","24",
"1400000US12086004602","Census Tract 46.02; Miami-Dade County; Florida","4698","594","1138","230","967","235","58","54","0","15","23","29","14","22","0","15","76","76","75","76","1","4","3560","593","1377","453","0","15","0","15","0","15","0","15","237","177","1946","650","1931","647","15","19",
"1400000US12086004605","Census Tract 46.05; Miami-Dade County; Florida","3674","584","867","227","729","193","33","41","0","15","12","20","0","15","0","15","93","97","0","15","93","97","2807","560","1333","334","0","15","0","15","0","15","0","15","103","92","1371","587","1362","587","9","15",
"1400000US12086004607","Census Tract 46.07; Miami-Dade County; Florida","4336","646","1248","267","1131","246","0","15","0","15","0","15","0","15","6","9","111","79","90","71","21","33","3088","646","1468","491","0","15","0","15","0","15","0","15","13","16","1607","846","1546","855","61","84",
"1400000US12086004608","Census Tract 46.08; Miami-Dade County; Florida","1931","369","400","119","364","112","0","15","0","15","0","15","0","15","0","15","36","28","36","28","0","15","1531","363","609","191","0","15","0","15","0","15","0","15","63","67","859","331","832","326","27","41",
"1400000US12086004701","Census Tract 47.01; Miami-Dade County; Florida","4933","545","1046","212","993","218","0","15","0","15","0","15","0","15","39","62","14","21","0","15","14","21","3887","520","2293","489","0","15","0","15","0","15","0","15","191","112","1403","494","1372","481","31","37",
"1400000US12086004703","Census Tract 47.03; Miami-Dade County; Florida","5275","550","1036","292","696","257","75","47","26","38","116","169","0","21","47","52","76","94","64","92","12","17","4239","599","2689","484","99","85","0","21","0","21","0","21","255","148","1196","395","1131","379","65","97",
"1400000US12086004704","Census Tract 47.04; Miami-Dade County; Florida","2419","353","573","178","505","178","0","15","0","15","0","15","0","15","64","65","4","8","4","8","0","15","1846","337","1004","192","0","15","0","15","0","15","0","15","217","120","625","322","569","317","56","80",
"1400000US12086004705","Census Tract 47.05; Miami-Dade County; Florida","3521","504","870","306","820","306","9","16","0","15","35","55","0","15","0","15","6","14","0","15","6","14","2651","536","1079","339","29","46","0","15","0","15","0","15","305","411","1238","492","1228","495","10","15",
"1400000US12086004901","Census Tract 49.01; Miami-Dade County; Florida","3346","583","281","207","130","98","122","187","14","27","15","24","0","15","0","15","0","15","0","15","0","15","3065","586","1524","314","1","3","0","15","0","15","0","15","216","242","1324","555","1299","554","25","40",
"1400000US12086004903","Census Tract 49.03; Miami-Dade County; Florida","3158","687","220","208","135","216","0","15","0","15","0","15","0","15","0","15","85","105","85","105","0","15","2938","711","1493","557","0","15","0","15","0","15","0","15","133","130","1312","524","1312","524","0","15",
"1400000US12086004904","Census Tract 49.04; Miami-Dade County; Florida","2302","624","149","112","140","113","9","8","0","15","0","15","0","15","0","15","0","15","0","15","0","15","2153","621","627","177","0","15","0","15","0","15","0","15","281","297","1245","586","1245","586","0","15",
"1400000US12086005002","Census Tract 50.02; Miami-Dade County; Florida","4619","913","199","143","192","144","7","11","0","15","0","15","0","15","0","15","0","15","0","15","0","15","4420","901","2169","451","25","58","0","15","0","15","0","15","144","139","2082","883","2082","883","0","15",
"1400000US12086005003","Census Tract 50.03; Miami-Dade County; Florida","3737","873","202","141","152","132","14","13","0","15","36","54","0","15","0","15","0","15","0","15","0","15","3535","895","1181","359","271","371","0","15","0","15","0","15","306","251","1777","760","1777","760","0","15",
"1400000US12086005004","Census Tract 50.04; Miami-Dade County; Florida","3908","696","89","69","85","68","4","7","0","15","0","15","0","15","0","15","0","15","0","15","0","15","3819","679","2523","727","1","8","0","15","180","271","0","15","140","140","975","565","898","552","77","92",
"1400000US12086005102","Census Tract 51.02; Miami-Dade County; Florida","5055","723","409","174","263","156","146","129","0","21","0","21","0","21","0","21","0","21","0","21","0","21","4646","690","2061","478","13","20","0","21","0","21","0","21","294","302","2278","653","2266","651","12","18",
"1400000US12086005103","Census Tract 51.03; Miami-Dade County; Florida","2574","401","105","65","77","62","8","9","0","15","0","15","0","15","0","15","20","23","0","15","20","23","2469","408","1198","357","29","26","0","15","0","15","0","15","270","143","972","296","972","296","0","15",
"1400000US12086005104","Census Tract 51.04; Miami-Dade County; Florida","4386","524","268","152","122","80","138","122","0","15","0","15","0","15","0","15","8","13","0","15","8","13","4118","515","2059","506","45","53","0","15","0","15","0","15","509","212","1505","427","1505","427","0","15",
"1400000US12086005201","Census Tract 52.01; Miami-Dade County; Florida","5426","827","83","84","40","69","24","36","0","21","0","21","0","21","0","21","19","30","19","30","0","21","5343","833","2037","645","55","69","0","21","0","21","0","21","212","245","3039","883","3018","883","21","35",
"1400000US12086005202","Census Tract 52.02; Miami-Dade County; Florida","6476","909","538","274","355","245","157","101","0","21","0","21","0","21","0","21","26","40","26","40","0","21","5938","904","2778","687","177","172","0","21","25","40","0","21","323","205","2635","855","2625","856","10","20",
"1400000US12086005303","Census Tract 53.03; Miami-Dade County; Florida","3360","431","110","95","34","40","76","87","0","15","0","15","0","15","0","15","0","15","0","15","0","15","3250","409","1282","339","27","36","25","40","0","15","0","15","299","198","1617","465","1582","460","35","45",
"1400000US12086005304","Census Tract 53.04; Miami-Dade County; Florida","4336","393","393","240","98","65","222","215","0","15","16","25","0","15","0","15","57","80","0","15","57","80","3943","433","1962","363","31","39","0","15","0","15","0","15","222","176","1728","429","1708","424","20","29",
"1400000US12086005305","Census Tract 53.05; Miami-Dade County; Florida","3898","1121","358","210","77","70","117","119","0","15","164","165","0","15","0","15","0","15","0","15","0","15","3540","1134","1616","569","0","15","0","15","0","15","0","15","297","184","1627","969","1627","969","0","15",
"1400000US12086005306","Census Tract 53.06; Miami-Dade County; Florida","4745","927","329","240","238","202","55","89","0","15","0","15","0","15","12","19","24","39","0","15","24","39","4416","918","2057","642","50","64","0","15","0","15","0","15","311","189","1998","857","1998","857","0","15",
"1400000US12086005403","Census Tract 54.03; Miami-Dade County; Florida","1699","454","160","192","11","17","141","192","0","15","0","15","0","15","8","12","0","15","0","15","0","15","1539","419","753","181","0","15","12","19","0","15","0","15","284","189","490","395","490","395","0","15",
"1400000US12086005405","Census Tract 54.05; Miami-Dade County; Florida","3940","700","342","352","113","120","228","333","0","15","0","15","0","15","0","15","1","3","1","3","0","15","3598","535","1963","625","168","258","0","15","0","15","0","15","168","168","1299","517","1299","517","0","15",
"1400000US12086005406","Census Tract 54.06; Miami-Dade County; Florida","3392","717","88","103","88","103","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","3304","702","1854","553","24","37","0","15","0","15","0","15","48","53","1378","786","1378","786","0","15",
"1400000US12086005407","Census Tract 54.07; Miami-Dade County; Florida","2559","512","100","83","97","81","0","15","0","15","0","15","0","15","0","15","3","7","3","7","0","15","2459","536","848","207","18","29","67","104","0","15","0","15","10","15","1516","531","1468","532","48","80",
"1400000US12086005409","Census Tract 54.09; Miami-Dade County; Florida","3768","532","77","65","34","36","5","7","0","15","38","53","0","15","0","15","0","15","0","15","0","15","3691","539","1665","543","65","75","75","123","0","15","0","15","199","131","1687","337","1547","338","140","95",
"1400000US12086005410","Census Tract 54.10; Miami-Dade County; Florida","2929","666","18","37","18","37","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","2911","669","1036","304","36","43","293","345","0","15","0","15","95","74","1451","591","1451","591","0","15",
"1400000US12086005503","Census Tract 55.03; Miami-Dade County; Florida","3658","878","176","147","149","144","14","6","0","15","13","18","0","15","0","15","0","15","0","15","0","15","3482","843","1387","459","0","15","0","15","0","15","0","15","51","66","2044","857","1980","846","64","94",
"1400000US12086005504","Census Tract 55.04; Miami-Dade County; Florida","2400","584","147","157","72","133","11","27","0","15","64","76","0","15","0","15","0","15","0","15","0","15","2253","554","1066","350","0","15","0","15","0","15","0","15","180","187","1007","547","950","551","57","93",
"1400000US12086005505","Census Tract 55.05; Miami-Dade County; Florida","2322","366","126","129","85","113","0","15","0","15","18","101","0","15","0","15","23","29","0","15","23","29","2196","402","1229","311","0","15","0","15","0","15","0","15","79","107","888","364","781","356","107","135",
"1400000US12086005506","Census Tract 55.06; Miami-Dade County; Florida","3358","786","182","254","175","253","7","16","0","15","0","15","0","15","0","15","0","15","0","15","0","15","3176","765","1169","380","138","275","0","15","0","15","0","15","258","170","1611","739","1611","739","0","15",
"1400000US12086005600","Census Tract 56; Miami-Dade County; Florida","4590","612","480","172","444","164","31","35","0","15","5","10","0","15","0","15","0","15","0","15","0","15","4110","625","2221","463","7","12","0","15","0","15","0","15","106","118","1776","689","1768","688","8","13",
"1400000US12086005701","Census Tract 57.01; Miami-Dade County; Florida","6546","1511","240","146","230","143","9","24","0","21","1","4","0","21","0","21","0","21","0","21","0","21","6306","1512","3220","937","40","62","0","21","0","21","0","21","37","61","3009","1511","3009","1511","0","21",
"1400000US12086005705","Census Tract 57.05; Miami-Dade County; Florida","2970","490","90","145","0","15","90","145","0","15","0","15","0","15","0","15","0","15","0","15","0","15","2880","472","1500","434","0","15","0","15","0","15","0","15","70","63","1310","412","1286","409","24","37",
"1400000US12086005706","Census Tract 57.06; Miami-Dade County; Florida","3785","711","70","81","35","53","35","63","0","15","0","15","0","15","0","15","0","15","0","15","0","15","3715","698","2542","558","51","48","0","15","0","15","0","15","370","278","752","395","724","364","28","75",
"1400000US12086005707","Census Tract 57.07; Miami-Dade County; Florida","1562","190","49","59","49","59","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","1513","168","1030","214","0","15","0","15","0","15","0","15","10","17","473","222","473","222","0","15",
"1400000US12086005708","Census Tract 57.08; Miami-Dade County; Florida","6103","1335","61","84","61","84","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","6042","1327","3409","946","20","32","31","105","0","21","0","21","65","76","2517","1053","2479","1048","38","65",
"1400000US12086005803","Census Tract 58.03; Miami-Dade County; Florida","6577","1597","170","148","126","131","44","68","0","21","0","21","0","21","0","21","0","21","0","21","0","21","6407","1599","2789","609","0","21","0","21","0","21","0","21","239","224","3379","1461","3372","1462","7","11",
"1400000US12086005804","Census Tract 58.04; Miami-Dade County; Florida","3916","589","158","132","72","54","4","8","11","20","0","15","0","15","0","15","71","129","0","15","71","129","3758","590","2183","765","65","68","28","31","0","15","0","15","279","235","1203","668","1203","668","0","15",
"1400000US12086005805","Census Tract 58.05; Miami-Dade County; Florida","2426","426","182","125","167","124","0","15","0","15","11","20","0","15","0","15","4","7","4","7","0","15","2244","414","1252","455","0","15","1","5","29","48","0","15","107","151","855","336","761","294","94","117",
"1400000US12086005806","Census Tract 58.06; Miami-Dade County; Florida","4558","1069","126","92","124","92","1","3","0","15","0","15","0","15","0","15","1","3","0","15","1","3","4432","1069","2023","705","24","38","0","15","0","15","0","15","289","239","2096","978","2084","976","12","20",
"1400000US12086005901","Census Tract 59.01; Miami-Dade County; Florida","5140","480","629","257","395","159","1","22","0","21","100","94","0","21","0","21","133","159","7","12","126","157","4511","548","2086","542","46","53","0","21","88","120","0","21","352","289","1939","608","1939","608","0","21",
"1400000US12086005902","Census Tract 59.02; Miami-Dade County; Florida","3324","430","297","151","225","150","72","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","3027","429","1727","440","0","15","0","15","0","15","0","15","175","166","1125","496","931","388","194","305",
"1400000US12086005903","Census Tract 59.03; Miami-Dade County; Florida","5909","987","407","186","378","182","27","40","0","21","0","21","0","21","0","21","2","7","2","7","0","21","5502","964","2221","491","12","19","35","52","0","21","0","21","772","590","2462","774","2462","774","0","21",
"1400000US12086005904","Census Tract 59.04; Miami-Dade County; Florida","5618","783","833","506","284","215","164","202","0","21","287","366","0","21","55","68","43","50","25","40","18","29","4785","964","2442","699","31","66","0","21","0","21","0","21","88","66","2224","810","2224","810","0","21",
"1400000US12086006002","Census Tract 60.02; Miami-Dade County; Florida","6437","1636","733","227","472","166","50","59","0","21","107","88","0","21","0","21","104","81","30","28","74","75","5704","1609","2644","638","5","11","0","21","0","21","0","21","415","220","2640","1466","2604","1461","36","36",
"1400000US12086006003","Census Tract 60.03; Miami-Dade County; Florida","2894","281","160","137","159","137","0","15","0","15","1","3","0","15","0","15","0","15","0","15","0","15","2734","323","958","494","0","15","12","24","0","15","0","15","216","253","1548","683","1548","683","0","15",
"1400000US12086006004","Census Tract 60.04; Miami-Dade County; Florida","2379","315","620","251","457","177","0","15","0","15","111","165","0","15","52","85","0","15","0","15","0","15","1759","300","1109","320","0","15","0","15","0","15","0","15","108","105","542","209","514","205","28","36",
